id,x,y,m_index
49512854,495125,285425,7.07
49512855,495125,285525,6.09
49512856,495125,285625,6.02
49512857,495125,285725,6.42
49512858,495125,285825,6.42
49512859,495125,285925,6.42
49512860,495125,286025,6.53
49512861,495125,286125,6.42
49512862,495125,286225,6.38
49512863,495125,286325,6.39
49512864,495125,286425,6.34
49512865,495125,286525,4.7
49512866,495125,286625,4.62
49512867,495125,286725,4.53
49512868,495125,286825,4.22
49512869,495125,286925,4.1
49512870,495125,287025,6.23
49512871,495125,287125,6.25
49512872,495125,287225,6.25
49512873,495125,287325,6.26
49512874,495125,287425,6.27
49512875,495125,287525,6.37
49512876,495125,287625,6.43
49512877,495125,287725,6.43
49512878,495125,287825,6.45
49512879,495125,287925,6.45
49512880,495125,288025,6.46
49512881,495125,288125,6.21
49512891,495125,289125,6.13
49512892,495125,289225,6.18
49512893,495125,289325,6.45
49522835,495225,283525,5.94
49522836,495225,283625,5.94
49522837,495225,283725,5.95
49522838,495225,283825,6.11
49522839,495225,283925,6.47
49522840,495225,284025,6.47
49522841,495225,284125,6.59
49522842,495225,284225,6.55
49522843,495225,284325,6.51
49522844,495225,284425,6.5
49522845,495225,284525,6.49
49522846,495225,284625,6.48
49522847,495225,284725,6.46
49522848,495225,284825,6.31
49522849,495225,284925,6.27
49522850,495225,285025,6.39
49522851,495225,285125,6.54
49522852,495225,285225,7.07
49522853,495225,285325,7.07
49522854,495225,285425,7.07
49522855,495225,285525,7.07
49522856,495225,285625,6.8
49522857,495225,285725,6.42
49522858,495225,285825,6.46
49522859,495225,285925,6.52
49522860,495225,286025,6.48
49522861,495225,286125,6.38
49522862,495225,286225,6.42
49522863,495225,286325,6.42
49522864,495225,286425,6.43
49522865,495225,286525,4.63
49522866,495225,286625,4.64
49522867,495225,286725,4.59
49522868,495225,286825,4.51
49522869,495225,286925,5.69
49522870,495225,287025,6.23
49522871,495225,287125,6.24
49522872,495225,287225,6.24
49522873,495225,287325,6.3
49522874,495225,287425,6.25
49522875,495225,287525,6.73
49522876,495225,287625,6.4
49522877,495225,287725,6.42
49522878,495225,287825,6.43
49522879,495225,287925,6.45
49522880,495225,288025,6.45
49522881,495225,288125,6.45
49522882,495225,288225,6.45
49522891,495225,289125,5.84
49522892,495225,289225,5.9
49522893,495225,289325,6.48
49532835,495325,283525,5.92
49532836,495325,283625,5.38
49532837,495325,283725,5.63
49532838,495325,283825,6.47
49532839,495325,283925,6.47
49532840,495325,284025,6.47
49532841,495325,284125,6.47
49532842,495325,284225,6.59
49532843,495325,284325,6.59
49532844,495325,284425,6.66
49532845,495325,284525,6.61
49532846,495325,284625,6.55
49532847,495325,284725,6.69
49532848,495325,284825,6.69
49532849,495325,284925,6.67
49532850,495325,285025,6.83
49532851,495325,285125,7.07
49532852,495325,285225,7.07
49532853,495325,285325,7.07
49532854,495325,285425,7.07
49532855,495325,285525,7.07
49532856,495325,285625,6.88
49532857,495325,285725,6.71
49532858,495325,285825,6.71
49532859,495325,285925,6.7
49532860,495325,286025,6.71
49532861,495325,286125,6.42
49532862,495325,286225,6.42
49532863,495325,286325,6.42
49532864,495325,286425,6.42
49532865,495325,286525,4.51
49532866,495325,286625,4.61
49532867,495325,286725,4.66
49532868,495325,286825,4.67
49532869,495325,286925,6.11
49532870,495325,287025,6.23
49532871,495325,287125,6.26
49532872,495325,287225,6.26
49532873,495325,287325,6.22
49532874,495325,287425,6.79
49532875,495325,287525,6.8
49532876,495325,287625,6.41
49532877,495325,287725,6.41
49532878,495325,287825,6.42
49532879,495325,287925,6.44
49532880,495325,288025,6.44
49532881,495325,288125,6.44
49532882,495325,288225,6.45
49532883,495325,288325,6.45
49532890,495325,289025,5.85
49532891,495325,289125,5.85
49532892,495325,289225,5.87
49532893,495325,289325,5.88
49542835,495425,283525,5.94
49542836,495425,283625,5.96
49542837,495425,283725,6.94
49542838,495425,283825,6.67
49542839,495425,283925,6.47
49542840,495425,284025,6.47
49542841,495425,284125,6.47
49542842,495425,284225,6.49
49542843,495425,284325,6.39
49542844,495425,284425,5.74
49542845,495425,284525,5.74
49542846,495425,284625,7.03
49542847,495425,284725,7.03
49542848,495425,284825,6.94
49542849,495425,284925,6.73
49542850,495425,285025,6.61
49542851,495425,285125,6.81
49542852,495425,285225,6.81
49542853,495425,285325,6.88
49542854,495425,285425,6.87
49542855,495425,285525,6.86
49542856,495425,285625,6.71
49542857,495425,285725,6.7
49542858,495425,285825,6.71
49542859,495425,285925,6.7
49542860,495425,286025,6.71
49542861,495425,286125,6.71
49542863,495425,286325,6.32
49542864,495425,286425,6.44
49542865,495425,286525,4.06
49542866,495425,286625,4.62
49542867,495425,286725,4.66
49542868,495425,286825,4.67
49542869,495425,286925,6.23
49542870,495425,287025,6.23
49542871,495425,287125,6.26
49542872,495425,287225,6.27
49542873,495425,287325,6.65
49542874,495425,287425,6.8
49542875,495425,287525,6.79
49542876,495425,287625,6.76
49542877,495425,287725,6.4
49542878,495425,287825,6.4
49542879,495425,287925,6.44
49542880,495425,288025,6.44
49542881,495425,288125,6.44
49542882,495425,288225,6.44
49542883,495425,288325,6.45
49542890,495425,289025,5.86
49542891,495425,289125,5.87
49552834,495525,283425,6.35
49552835,495525,283525,6.14
49552836,495525,283625,7.12
49552837,495525,283725,7.11
49552838,495525,283825,7.12
49552839,495525,283925,7.12
49552840,495525,284025,6.85
49552841,495525,284125,6.6
49552842,495525,284225,6.47
49552843,495525,284325,5.74
49552844,495525,284425,5.73
49552845,495525,284525,5.74
49552846,495525,284625,7.02
49552847,495525,284725,7.01
49552848,495525,284825,6.83
49552849,495525,284925,6.48
49552850,495525,285025,6.48
49552851,495525,285125,6.62
49552852,495525,285225,6.62
49552853,495525,285325,6.62
49552854,495525,285425,6.62
49552855,495525,285525,6.62
49552856,495525,285625,6.57
49552857,495525,285725,6.64
49552858,495525,285825,6.71
49552859,495525,285925,6.72
49552860,495525,286025,6.71
49552861,495525,286125,6.73
49552862,495525,286225,6.75
49552863,495525,286325,6.47
49552864,495525,286425,6.47
49552865,495525,286525,6.71
49552866,495525,286625,6.7
49552867,495525,286725,5.63
49552868,495525,286825,6.04
49552869,495525,286925,6.23
49552870,495525,287025,6.36
49552871,495525,287125,6.42
49552872,495525,287225,6.41
49552873,495525,287325,6.8
49552874,495525,287425,6.8
49552875,495525,287525,6.8
49552876,495525,287625,6.75
49552877,495525,287725,6.41
49552878,495525,287825,6.41
49552879,495525,287925,6.34
49552880,495525,288025,6.43
49552881,495525,288125,6.41
49552882,495525,288225,6.44
49552889,495525,288925,4.61
49552890,495525,289025,5.88
49562834,495625,283425,6.45
49562835,495625,283525,6.46
49562836,495625,283625,6.87
49562837,495625,283725,7.11
49562838,495625,283825,7.12
49562839,495625,283925,7.1
49562840,495625,284025,7.12
49562841,495625,284125,7.12
49562842,495625,284225,6.97
49562843,495625,284325,6.88
49562844,495625,284425,5.74
49562845,495625,284525,5.74
49562846,495625,284625,6.91
49562847,495625,284725,6.74
49562848,495625,284825,6.48
49562849,495625,284925,6.48
49562850,495625,285025,6.48
49562851,495625,285125,6.28
49562852,495625,285225,6.59
49562853,495625,285325,6.62
49562854,495625,285425,6.62
49562855,495625,285525,6.6
49562856,495625,285625,6.57
49562857,495625,285725,6.49
49562858,495625,285825,6.51
49562859,495625,285925,6.57
49562860,495625,286025,6.57
49562861,495625,286125,6.57
49562862,495625,286225,6.53
49562863,495625,286325,6.47
49562864,495625,286425,6.47
49562865,495625,286525,6.61
49562866,495625,286625,6.7
49562867,495625,286725,6.71
49562868,495625,286825,6.7
49562869,495625,286925,6.5
49562870,495625,287025,6.49
49562871,495625,287125,6.49
49562872,495625,287225,6.49
49562873,495625,287325,6.8
49562874,495625,287425,6.8
49562875,495625,287525,6.8
49562876,495625,287625,6.8
49562877,495625,287725,6.44
49562878,495625,287825,6.29
49562879,495625,287925,6.29
49562880,495625,288025,6.3
49562881,495625,288125,6.31
49562888,495625,288825,4.61
49562889,495625,288925,4.61
49572832,495725,283225,6.46
49572833,495725,283325,6.45
49572834,495725,283425,6.46
49572835,495725,283525,6.44
49572836,495725,283625,6.35
49572837,495725,283725,6.29
49572838,495725,283825,6.58
49572839,495725,283925,6.36
49572840,495725,284025,6.64
49572841,495725,284125,6.91
49572842,495725,284225,6.97
49572843,495725,284325,6.97
49572844,495725,284425,6.7
49572845,495725,284525,5.85
49572846,495725,284625,5.98
49572847,495725,284725,6.31
49572848,495725,284825,6.48
49572849,495725,284925,6.48
49572850,495725,285025,6.3
49572851,495725,285125,6.18
49572852,495725,285225,6.35
49572853,495725,285325,6.62
49572854,495725,285425,6.62
49572855,495725,285525,6.54
49572856,495725,285625,6.57
49572857,495725,285725,6.43
49572858,495725,285825,6.37
49572859,495725,285925,6.57
49572860,495725,286025,6.57
49572861,495725,286125,6.35
49572862,495725,286225,6.32
49572863,495725,286325,6.47
49572864,495725,286425,6.47
49572865,495725,286525,6.54
49572866,495725,286625,6.71
49572867,495725,286725,6.7
49572868,495725,286825,6.71
49572869,495725,286925,6.62
49572870,495725,287025,6.49
49572871,495725,287125,6.49
49572872,495725,287225,6.49
49572873,495725,287325,6.8
49572874,495725,287425,6.8
49572875,495725,287525,6.8
49572876,495725,287625,6.8
49572877,495725,287725,6.56
49572878,495725,287825,6.31
49572879,495725,287925,6.31
49572880,495725,288025,6.32
49572881,495725,288125,6.36
49582832,495825,283225,6.46
49582833,495825,283325,6.45
49582834,495825,283425,6.43
49582835,495825,283525,6.44
49582836,495825,283625,6.67
49582837,495825,283725,6.35
49582838,495825,283825,6.3
49582839,495825,283925,6.3
49582840,495825,284025,6.3
49582841,495825,284125,6.77
49582842,495825,284225,6.97
49582843,495825,284325,6.97
49582844,495825,284425,6.97
49582845,495825,284525,5.91
49582846,495825,284625,5.75
49582847,495825,284725,5.75
49582848,495825,284825,6.19
49582849,495825,284925,6.41
49582850,495825,285025,6.25
49582851,495825,285125,6.1
49582852,495825,285225,6.18
49582853,495825,285325,6.18
49582854,495825,285425,6.57
49582855,495825,285525,6.74
49582856,495825,285625,6.61
49582857,495825,285725,6.5
49582858,495825,285825,6.25
49582859,495825,285925,5.89
49582860,495825,286025,6.28
49582861,495825,286125,6.28
49582862,495825,286225,6.43
49582863,495825,286325,6.47
49582864,495825,286425,6.47
49582865,495825,286525,6.47
49582866,495825,286625,6.66
49582867,495825,286725,6.71
49582868,495825,286825,6.71
49582869,495825,286925,6.54
49582870,495825,287025,6.48
49582871,495825,287125,6.48
49582872,495825,287225,6.49
49582873,495825,287325,6.8
49582874,495825,287425,6.76
49582875,495825,287525,6.56
49582876,495825,287625,6.18
49582877,495825,287725,6.15
49582878,495825,287825,5.99
49582879,495825,287925,6.07
49582880,495825,288025,5.92
49592832,495925,283225,6.4
49592833,495925,283325,6.46
49592834,495925,283425,6.43
49592835,495925,283525,6.42
49592836,495925,283625,6.78
49592837,495925,283725,6.78
49592838,495925,283825,6.53
49592839,495925,283925,6.35
49592840,495925,284025,6.3
49592841,495925,284125,6.69
49592842,495925,284225,6.97
49592843,495925,284325,6.97
49592844,495925,284425,6.27
49592845,495925,284525,6.24
49592846,495925,284625,6.04
49592847,495925,284725,5.88
49592848,495925,284825,6.41
49592849,495925,284925,6.41
49592850,495925,285025,6.26
49592851,495925,285125,5.76
49592852,495925,285225,6.16
49592853,495925,285325,6.31
49592854,495925,285425,6.41
49592855,495925,285525,7.07
49592856,495925,285625,6.6
49592857,495925,285725,6.32
49592858,495925,285825,5.73
49592859,495925,285925,5.73
49592860,495925,286025,6.28
49592861,495925,286125,6.38
49592862,495925,286225,6.65
49592863,495925,286325,6.49
49592864,495925,286425,6.47
49592865,495925,286525,6.47
49592866,495925,286625,6.58
49592867,495925,286725,6.71
49592868,495925,286825,6.53
49592869,495925,286925,6.25
49592870,495925,287025,6.42
49592871,495925,287125,6.23
49592872,495925,287225,6.35
49592873,495925,287325,6.18
49592874,495925,287425,6.18
49592875,495925,287525,6.18
49592876,495925,287625,6.17
49592877,495925,287725,6.17
49592879,495925,287925,7.77
49592880,495925,288025,7.98
49602831,496025,283125,6.71
49602832,496025,283225,6.71
49602833,496025,283325,6.37
49602834,496025,283425,6.44
49602835,496025,283525,6.61
49602836,496025,283625,6.78
49602837,496025,283725,6.78
49602838,496025,283825,6.78
49602839,496025,283925,6.78
49602840,496025,284025,6.37
49602841,496025,284125,6.87
49602842,496025,284225,6.95
49602843,496025,284325,6.54
49602844,496025,284425,6.26
49602845,496025,284525,6.25
49602846,496025,284625,6.28
49602847,496025,284725,6.54
49602848,496025,284825,6.51
49602849,496025,284925,6.28
49602850,496025,285025,6.09
49602851,496025,285125,5.92
49602852,496025,285225,6.33
49602853,496025,285325,6.35
49602854,496025,285425,6.3
49602855,496025,285525,6.33
49602856,496025,285625,6.28
49602857,496025,285725,6.28
49602858,496025,285825,5.84
49602859,496025,285925,5.73
49602860,496025,286025,6.29
49602861,496025,286125,6.65
49602862,496025,286225,6.65
49602863,496025,286325,6.57
49602864,496025,286425,6.47
49602865,496025,286525,6.54
49602866,496025,286625,6.69
49602867,496025,286725,6.41
49602868,496025,286825,6.19
49602869,496025,286925,6.14
49602870,496025,287025,6.08
49602871,496025,287125,6.08
49602872,496025,287225,6.11
49602873,496025,287325,6.21
49602874,496025,287425,6.18
49602875,496025,287525,6.18
49602876,496025,287625,6.18
49602877,496025,287725,6.17
49612830,496125,283025,6.76
49612831,496125,283125,6.71
49612832,496125,283225,6.71
49612833,496125,283325,6.55
49612834,496125,283425,6.48
49612835,496125,283525,6.56
49612836,496125,283625,6.65
49612837,496125,283725,6.79
49612838,496125,283825,6.78
49612839,496125,283925,6.78
49612840,496125,284025,7.19
49612841,496125,284125,7.14
49612842,496125,284225,6.6
49612843,496125,284325,6.46
49612844,496125,284425,6.29
49612845,496125,284525,6.02
49612846,496125,284625,6.2
49612847,496125,284725,6.7
49612848,496125,284825,6.46
49612849,496125,284925,5.94
49612850,496125,285025,6.05
49612851,496125,285125,6.24
49612852,496125,285225,6.36
49612853,496125,285325,6.36
49612854,496125,285425,6.29
49612855,496125,285525,6.29
49612856,496125,285625,6.28
49612857,496125,285725,6.28
49612858,496125,285825,6.28
49612859,496125,285925,5.73
49612860,496125,286025,6.65
49612861,496125,286125,6.64
49612862,496125,286225,6.65
49612863,496125,286325,6.65
49612864,496125,286425,6.51
49612865,496125,286525,6.7
49612866,496125,286625,6.69
49612867,496125,286725,6.39
49612868,496125,286825,6.19
49612869,496125,286925,6.14
49612870,496125,287025,6.08
49612871,496125,287125,6.08
49612872,496125,287225,6.14
49612873,496125,287325,6.23
49612874,496125,287425,6.22
49612875,496125,287525,6.18
49612876,496125,287625,6.18
49612877,496125,287725,6.16
49622830,496225,283025,7.11
49622831,496225,283125,7.11
49622832,496225,283225,6.34
49622833,496225,283325,6.34
49622834,496225,283425,6.44
49622835,496225,283525,6.56
49622836,496225,283625,6.56
49622837,496225,283725,6.66
49622838,496225,283825,6.78
49622839,496225,283925,7.2
49622840,496225,284025,7.19
49622841,496225,284125,7.19
49622842,496225,284225,6.49
49622843,496225,284325,6.52
49622844,496225,284425,6.25
49622845,496225,284525,5.98
49622846,496225,284625,5.98
49622847,496225,284725,6.63
49622848,496225,284825,5.68
49622849,496225,284925,5.92
49622850,496225,285025,6.15
49622851,496225,285125,6.82
49622852,496225,285225,6.4
49622853,496225,285325,6.41
49622854,496225,285425,6.36
49622855,496225,285525,6.29
49622856,496225,285625,6.28
49622857,496225,285725,6.28
49622858,496225,285825,6.28
49622859,496225,285925,6.51
49622860,496225,286025,6.65
49622861,496225,286125,6.62
49622862,496225,286225,6.54
49622863,496225,286325,6.41
49622864,496225,286425,6.08
49622865,496225,286525,6.43
49622866,496225,286625,6.69
49622867,496225,286725,6.37
49622868,496225,286825,6.19
49622869,496225,286925,6.14
49622870,496225,287025,6.08
49622871,496225,287125,6.12
49622872,496225,287225,6.3
49622873,496225,287325,6.23
49622874,496225,287425,6.24
49622875,496225,287525,6.22
49622876,496225,287625,6.21
49622877,496225,287725,6.69
49632830,496325,283025,7.11
49632831,496325,283125,6.6
49632832,496325,283225,6.33
49632833,496325,283325,6.33
49632834,496325,283425,6.41
49632835,496325,283525,6.56
49632836,496325,283625,6.56
49632837,496325,283725,6.56
49632838,496325,283825,7.03
49632839,496325,283925,7.19
49632840,496325,284025,7.19
49632841,496325,284125,6.61
49632842,496325,284225,6.4
49632843,496325,284325,6.35
49632844,496325,284425,6.21
49632845,496325,284525,5.16
49632846,496325,284625,4.27
49632847,496325,284725,4.16
49632848,496325,284825,5.54
49632849,496325,284925,6.28
49632850,496325,285025,6.61
49632851,496325,285125,7.12
49632852,496325,285225,6.89
49632853,496325,285325,6.53
49632854,496325,285425,6.52
49632855,496325,285525,6.52
49632856,496325,285625,6.28
49632857,496325,285725,6.28
49632858,496325,285825,6.43
49632859,496325,285925,5.26
49632860,496325,286025,5.28
49632861,496325,286125,6.08
49632862,496325,286225,6.33
49632863,496325,286325,6.33
49632864,496325,286425,6.23
49632865,496325,286525,6.09
49632866,496325,286625,6.1
49632867,496325,286725,6.33
49632868,496325,286825,6.19
49632869,496325,286925,6.14
49632870,496325,287025,6.33
49632871,496325,287125,6.64
49632872,496325,287225,6.42
49632873,496325,287325,6.23
49632874,496325,287425,6.23
49632875,496325,287525,6.23
49632876,496325,287625,7.42
49632877,496325,287725,9.88
49642830,496425,283025,7.11
49642831,496425,283125,5.71
49642832,496425,283225,6.33
49642833,496425,283325,6.31
49642834,496425,283425,6.3
49642835,496425,283525,6.41
49642836,496425,283625,6.56
49642837,496425,283725,6.48
49642838,496425,283825,6.3
49642839,496425,283925,7.19
49642840,496425,284025,7.18
49642841,496425,284125,7.19
49642842,496425,284225,6.38
49642843,496425,284325,6.66
49642844,496425,284425,6.72
49642845,496425,284525,6.22
49642846,496425,284625,4.52
49642847,496425,284725,4.18
49642848,496425,284825,6.13
49642849,496425,284925,6.62
49642850,496425,285025,6.7
49642851,496425,285125,6.58
49642852,496425,285225,6.58
49642853,496425,285325,6.53
49642854,496425,285425,6.51
49642855,496425,285525,6.5
49642856,496425,285625,6.5
49642857,496425,285725,6.14
49642858,496425,285825,5.58
49642859,496425,285925,5.57
49642860,496425,286025,5.32
49642861,496425,286125,6.08
49642862,496425,286225,6.33
49642863,496425,286325,6.33
49642864,496425,286425,6.33
49642865,496425,286525,6.08
49642866,496425,286625,6.09
49642867,496425,286725,6.09
49642868,496425,286825,6.19
49642869,496425,286925,6.46
49642870,496425,287025,6.62
49642871,496425,287125,6.62
49642872,496425,287225,6.64
49642873,496425,287325,6.23
49642874,496425,287425,6.23
49642875,496425,287525,6.23
49642876,496425,287625,7.23
49642877,496425,287725,9.91
49652831,496525,283125,3.48
49652832,496525,283225,6.21
49652833,496525,283325,6.04
49652834,496525,283425,6.01
49652835,496525,283525,6.17
49652836,496525,283625,6.48
49652837,496525,283725,6.3
49652838,496525,283825,6.3
49652839,496525,283925,6.79
49652840,496525,284025,7.12
49652841,496525,284125,7.21
49652842,496525,284225,6.9
49652843,496525,284325,7.11
49652844,496525,284425,7.12
49652845,496525,284525,5.82
49652846,496525,284625,5.85
49652847,496525,284725,5.83
49652848,496525,284825,6.2
49652849,496525,284925,7.01
49652850,496525,285025,7.0
49652851,496525,285125,7.06
49652852,496525,285225,7.26
49652853,496525,285325,7.29
49652854,496525,285425,6.51
49652855,496525,285525,6.51
49652856,496525,285625,6.51
49652857,496525,285725,6.12
49652858,496525,285825,5.56
49652859,496525,285925,5.56
49652860,496525,286025,5.42
49652861,496525,286125,6.08
49652862,496525,286225,6.34
49652863,496525,286325,6.33
49652864,496525,286425,6.33
49652865,496525,286525,6.21
49652866,496525,286625,6.08
49652867,496525,286725,6.07
49652868,496525,286825,6.07
49652869,496525,286925,6.62
49652870,496525,287025,6.63
49652871,496525,287125,6.62
49652872,496525,287225,6.48
49652873,496525,287325,6.32
49652874,496525,287425,6.24
49652875,496525,287525,6.27
49652876,496525,287625,7.35
49652877,496525,287725,9.9
49662830,496625,283025,3.51
49662831,496625,283125,3.52
49662832,496625,283225,6.39
49662833,496625,283325,6.43
49662834,496625,283425,6.03
49662835,496625,283525,6.1
49662836,496625,283625,6.31
49662837,496625,283725,6.1
49662838,496625,283825,6.3
49662839,496625,283925,6.48
49662840,496625,284025,6.44
49662841,496625,284125,6.32
49662842,496625,284225,6.13
49662843,496625,284325,6.61
49662844,496625,284425,6.63
49662845,496625,284525,6.16
49662846,496625,284625,6.13
49662847,496625,284725,6.15
49662848,496625,284825,5.86
49662849,496625,284925,6.24
49662850,496625,285025,6.31
49662851,496625,285125,7.02
49662852,496625,285225,7.43
49662853,496625,285325,7.43
49662854,496625,285425,6.51
49662855,496625,285525,6.51
49662856,496625,285625,7.21
49662857,496625,285725,7.42
49662858,496625,285825,5.85
49662859,496625,285925,5.43
49662860,496625,286025,5.42
49662861,496625,286125,5.42
49662862,496625,286225,6.33
49662863,496625,286325,6.33
49662864,496625,286425,6.28
49662865,496625,286525,6.18
49662866,496625,286625,5.98
49662867,496625,286725,6.33
49662868,496625,286825,7.03
49662869,496625,286925,6.64
49662870,496625,287025,6.62
49662871,496625,287125,6.39
49662872,496625,287225,6.3
49662873,496625,287325,6.33
49662874,496625,287425,6.3
49662875,496625,287525,6.26
49662876,496625,287625,6.28
49662877,496625,287725,8.09
49672830,496725,283025,5.93
49672831,496725,283125,5.92
49672832,496725,283225,6.15
49672833,496725,283325,6.64
49672834,496725,283425,6.64
49672835,496725,283525,6.34
49672836,496725,283625,6.09
49672837,496725,283725,6.12
49672838,496725,283825,6.25
49672839,496725,283925,6.3
49672840,496725,284025,5.94
49672841,496725,284125,6.31
49672842,496725,284225,5.79
49672843,496725,284325,6.33
49672844,496725,284425,6.24
49672845,496725,284525,6.13
49672846,496725,284625,6.09
49672847,496725,284725,6.1
49672848,496725,284825,6.43
49672849,496725,284925,6.26
49672850,496725,285025,6.77
49672851,496725,285125,6.87
49672852,496725,285225,7.43
49672853,496725,285325,7.43
49672854,496725,285425,7.18
49672855,496725,285525,7.57
49672856,496725,285625,7.44
49672857,496725,285725,7.44
49672858,496725,285825,7.43
49672859,496725,285925,5.67
49672860,496725,286025,5.58
49672862,496725,286225,5.75
49672863,496725,286325,5.97
49672864,496725,286425,5.98
49672865,496725,286525,5.99
49672866,496725,286625,5.96
49672867,496725,286725,7.07
49672868,496725,286825,7.05
49672869,496725,286925,7.08
49672870,496725,287025,6.52
49672871,496725,287125,6.33
49672872,496725,287225,6.32
49672873,496725,287325,6.33
49672874,496725,287425,6.33
49672875,496725,287525,6.28
49672876,496725,287625,6.28
49672877,496725,287725,6.3
49682830,496825,283025,5.92
49682831,496825,283125,5.97
49682832,496825,283225,6.13
49682833,496825,283325,6.64
49682834,496825,283425,6.61
49682835,496825,283525,6.58
49682836,496825,283625,6.07
49682837,496825,283725,6.1
49682838,496825,283825,6.58
49682839,496825,283925,6.9
49682840,496825,284025,6.34
49682841,496825,284125,6.34
49682842,496825,284225,6.53
49682843,496825,284325,7.05
49682844,496825,284425,6.71
49682845,496825,284525,6.58
49682846,496825,284625,6.51
49682847,496825,284725,6.3
49682848,496825,284825,6.32
49682849,496825,284925,6.59
49682850,496825,285025,6.7
49682851,496825,285125,6.7
49682852,496825,285225,6.75
49682853,496825,285325,6.74
49682854,496825,285425,6.76
49682855,496825,285525,7.49
49682856,496825,285625,7.43
49682857,496825,285725,7.47
49682858,496825,285825,7.44
49682859,496825,285925,5.78
49682860,496825,286025,5.78
49682861,496825,286125,5.71
49682862,496825,286225,5.7
49682863,496825,286325,5.92
49682864,496825,286425,5.98
49682865,496825,286525,5.98
49682866,496825,286625,6.99
49682867,496825,286725,7.04
49682868,496825,286825,7.07
49682869,496825,286925,7.08
49682870,496825,287025,7.03
49682871,496825,287125,6.32
49682872,496825,287225,6.34
49682873,496825,287325,6.27
49682874,496825,287425,6.33
49682875,496825,287525,6.28
49682876,496825,287625,6.34
49682877,496825,287725,6.31
49692830,496925,283025,7.02
49692831,496925,283125,6.75
49692832,496925,283225,6.75
49692833,496925,283325,6.75
49692834,496925,283425,6.58
49692835,496925,283525,6.58
49692836,496925,283625,6.35
49692837,496925,283725,6.07
49692838,496925,283825,6.66
49692839,496925,283925,6.99
49692840,496925,284025,6.55
49692841,496925,284125,6.2
49692842,496925,284225,6.49
49692843,496925,284325,6.65
49692844,496925,284425,6.65
49692845,496925,284525,6.68
49692846,496925,284625,6.62
49692847,496925,284725,6.43
49692848,496925,284825,6.32
49692849,496925,284925,6.58
49692850,496925,285025,6.23
49692851,496925,285125,6.46
49692852,496925,285225,6.5
49692853,496925,285325,6.46
49692854,496925,285425,6.37
49692855,496925,285525,6.71
49692856,496925,285625,7.48
49692857,496925,285725,7.45
49692858,496925,285825,6.46
49692859,496925,285925,6.02
49692860,496925,286025,5.78
49692861,496925,286125,5.78
49692862,496925,286225,5.78
49692863,496925,286325,6.21
49692864,496925,286425,6.14
49692865,496925,286525,6.1
49692866,496925,286625,7.1
49692867,496925,286725,7.06
49692868,496925,286825,7.08
49692869,496925,286925,6.52
49692870,496925,287025,5.99
49692871,496925,287125,6.17
49692872,496925,287225,6.17
49692873,496925,287325,6.21
49692874,496925,287425,6.25
49692875,496925,287525,6.26
49692876,496925,287625,6.3
49702830,497025,283025,7.05
49702831,497025,283125,6.75
49702832,497025,283225,6.68
49702833,497025,283325,6.6
49702834,497025,283425,6.59
49702835,497025,283525,6.58
49702836,497025,283625,6.58
49702837,497025,283725,6.74
49702838,497025,283825,6.75
49702839,497025,283925,6.73
49702840,497025,284025,6.13
49702841,497025,284125,6.04
49702842,497025,284225,6.01
49702843,497025,284325,5.91
49702844,497025,284425,5.93
49702845,497025,284525,6.02
49702846,497025,284625,6.35
49702847,497025,284725,6.43
49702848,497025,284825,6.46
49702849,497025,284925,6.54
49702850,497025,285025,6.47
49702851,497025,285125,6.42
49702852,497025,285225,6.45
49702853,497025,285325,6.37
49702854,497025,285425,6.37
49702855,497025,285525,6.37
49702856,497025,285625,6.4
49702857,497025,285725,7.31
49702858,497025,285825,6.57
49702859,497025,285925,6.53
49702860,497025,286025,6.5
49702861,497025,286125,5.9
49702862,497025,286225,6.08
49702863,497025,286325,6.21
49702864,497025,286425,6.21
49702865,497025,286525,6.3
49702866,497025,286625,7.11
49702867,497025,286725,7.07
49702868,497025,286825,6.54
49702869,497025,286925,5.84
49712830,497125,283025,7.03
49712831,497125,283125,6.63
49712838,497125,283825,7.73
49712839,497125,283925,7.03
49712840,497125,284025,6.23
49712841,497125,284125,6.18
49712842,497125,284225,6.08
49712843,497125,284325,6.1
49712844,497125,284425,6.1
49712845,497125,284525,6.01
49712846,497125,284625,6.37
49712847,497125,284725,6.43
49712848,497125,284825,6.51
49712849,497125,284925,6.54
49712850,497125,285025,6.48
49712851,497125,285125,6.42
49712852,497125,285225,6.31
49712853,497125,285325,6.15
49712854,497125,285425,6.15
49712855,497125,285525,6.15
49712856,497125,285625,6.68
49712857,497125,285725,7.13
49712858,497125,285825,6.58
49712859,497125,285925,6.54
49712860,497125,286025,6.5
49712861,497125,286125,6.5
49712862,497125,286225,6.26
49712863,497125,286325,6.21
49712864,497125,286425,5.94
49712865,497125,286525,5.77
49712866,497125,286625,5.81
49712867,497125,286725,6.11
49712868,497125,286825,5.85
49712869,497125,286925,5.83
49722839,497225,283925,7.17
49722840,497225,284025,6.26
49722841,497225,284125,6.27
49722842,497225,284225,6.28
49722843,497225,284325,6.33
49722844,497225,284425,6.35
49722845,497225,284525,6.38
49722846,497225,284625,6.43
49722847,497225,284725,6.43
49722848,497225,284825,6.05
49722849,497225,284925,6.03
49722850,497225,285025,6.27
49722851,497225,285125,6.47
49722852,497225,285225,6.46
49722853,497225,285325,6.32
49722854,497225,285425,6.14
